tag	category	total	roms	images
SDK 3.0	NeedsReview	1	0	1
SLPM-87153	NeedsReview	1	0	1
SLUS-00612	NeedsReview	1	0	1
SM4-4 E	NeedsReview	1	1	0
SNS-NA	NeedsReview	1	0	1
SPC009	NeedsReview	1	1	0
Sailor Moon Fighter S Hack by Metaquarius, Rev 1.67 - Purist Edition	HackOrPatchCredit	1	1	0
Samar Productions - 2007	NeedsReview	1	1	0
Sample-ban	NeedsReview	1	0	1
Samsung	NeedsReview	1	0	1
Santa '96, Space Invaders, Word Search, and Squiggly - EU	NeedsReview	1	1	0
Santa Goes Psycho 2 and Xmas Blokit - EU	NeedsReview	1	1	0
Scene World Magazine - 2022	NeedsReview	1	1	0
Scientific Atlanta	NeedsReview	1	0	1
Screen 7	NeedsReview	1	1	0
Screen-Relative Steering	NeedsReview	1	0	1
Sea Wolf - EU	NeedsReview	1	1	0
Secret Characters and 60 FPS Patches by Gallaux - NA	NeedsReview	1	1	0
Sega 3D Fukkoku Akaibusu	NeedsReview	1	0	1
Sega CD	NeedsReview	1	0	1
Sega Classic	NeedsReview	1	0	1
Sega Gopher	NeedsReview	1	0	1
Sega Pro	NeedsReview	1	0	1
Sega-Galaga and Monaco GP - KR	NeedsReview	1	1	0
Seiyuu Interview Hi CD	NeedsReview	1	0	1
Sengoku Kawaraban - Digital Edition	NeedsReview	1	0	1
Service Price-ban	NeedsReview	1	0	1
Set 2	NeedsReview	1	1	0
Shadow over Mystara	NeedsReview	1	0	1
Shadows of the Past - EU	NeedsReview	1	1	0
Shallan - 2019	NeedsReview	1	1	0
Shanghai Tycoon	NeedsReview	1	1	0
Shanghai, Highway, and Bomb! - EU	NeedsReview	1	1	0
ShareData	NeedsReview	1	0	1
Shirayuki - Ijuin - Nozaki	NeedsReview	1	0	1
Shokai Gentei Box	NeedsReview	1	0	1
Shokai Gentei Special Package	NeedsReview	1	0	1
Shokai Gentei Yobikake-kun	NeedsReview	1	0	1
Shokai Seisan Gentei Shiyou	NeedsReview	1	0	1
Shokai Seisan Genteiban	NeedsReview	1	0	1
Shokai Seisanban	NeedsReview	1	0	1
Shokai Suuryou Genteiban	NeedsReview	1	0	1
Shot Yousei Kouza Vol. 1	NeedsReview	1	0	1
Shot Yousei Kouza Vol. 2	NeedsReview	1	0	1
Shougakusei Jidai	NeedsReview	1	0	1
Showdown	NeedsReview	1	0	1
Sierra Online	NeedsReview	1	1	0
Sink the Sub, SAM Coupé Derby, Quizmaster! Question Game, Football, Go-Kart, Count, Guess the Number, and Snake - Vertical - EU	NeedsReview	1	1	0
Sintax	NeedsReview	1	0	1
Sky, G-Tennis, and Meiro Game - JP	NeedsReview	1	1	0
Slider Puzzle - EU	NeedsReview	1	1	0
Slider and Three - EU	NeedsReview	1	1	0
Sliding Puzzle - EU	NeedsReview	1	1	0
Slow Tanks	NeedsReview	1	0	1
Slow Version	NeedsReview	1	1	0
Slydeeo and Computer Patience - EU	NeedsReview	1	1	0
Small Maze	NeedsReview	1	1	0
Smash - NA, Rev 1 - Disc 4	NeedsReview	1	1	0
Smash Remix Patch, Rev 1.5, by The_Smashfather - NA	HackOrPatchCredit	1	1	0
Snake Mania, Mr. Pac, and Bottles - EU	NeedsReview	1	1	0
Sniper Fire, Repel, and Chase & Slidy - EU	NeedsReview	1	1	0
Soccer	NeedsReview	1	0	1
Solitaire, Snake - Large Playfield, and Crossword Edition 3 - EU	NeedsReview	1	1	0
Sonic Compilation ~ Sonic Classics	NeedsReview	1	0	1
Sony Computer Entertainment Special	NeedsReview	1	0	1
Sony Style - No Rounding	NeedsReview	1	1	0
Sorbas - 2021	NeedsReview	1	1	0
Sos - 2014	NeedsReview	1	1	0
Soukan Junbigou Hibaihin	NeedsReview	1	0	1
Soul Magician, Patience, and Dotty - EU	NeedsReview	1	1	0
Space Invaders! - EU	NeedsReview	1	1	0
Space Moguls - 2019	NeedsReview	1	1	0
Spaceworld '97 Beta Experience Patch by Zel	HackOrPatchCredit	1	1	0
Spec Tiles, Attack Raiders, Inter-Race, and Not Again! - EU	NeedsReview	1	1	0
Special	NeedsReview	1	0	1
Special CD	NeedsReview	1	0	1
Special CD-ROM	NeedsReview	1	0	1
Special Fishing Set	NeedsReview	1	0	1
Special Limited Pack	NeedsReview	1	0	1
Special Pack	NeedsReview	1	0	1
Special Version	NeedsReview	1	0	1
Special Version 1	NeedsReview	1	0	1
Special Version 2	NeedsReview	1	0	1
Special-ban	NeedsReview	1	0	1
Speeder and Bend Bent - JP	NeedsReview	1	1	0
Spellmaster, Parallax, and Starshot - EU	NeedsReview	1	1	0
Spring	NeedsReview	1	0	1
Springy Thingy and Placer - EU	NeedsReview	1	1	0
Sprite Improvement Patch, Rev 1.1, by Poody	HackOrPatchCredit	1	1	0
Sputnik World - 2018	NeedsReview	1	1	0
Sputnik World - 2021	NeedsReview	1	1	0
Square Soft on PlayStation Previews	NeedsReview	1	0	1
Square's Preview Extra	NeedsReview	1	0	1
Standalone Game from Tokimeki Memorial - Forever with You - JP	NeedsReview	1	1	0
Standard - Dirt	NeedsReview	1	1	0
Standard - Quarry	NeedsReview	1	1	0
Standard Controller	NeedsReview	1	0	1
StarStruck Compilation Patch by Ok Impala! - NA	HackOrPatchCredit	1	1	0
StarTrekker and Ultimate Warrior - EU	NeedsReview	1	1	0
Starbug and Mosaic - EU	NeedsReview	1	1	0
Starbyte - 1990	NeedsReview	1	1	0
Starshot, Mine, Fortress, EggBum, 3D Maze, Whirlpool, and Black Box - EU	NeedsReview	1	1	0
Start Hack	HackOrPatchCredit	1	1	0
Stax!, SAM the Man, Submarine, and FRED Game - EU	NeedsReview	1	1	0
Steam, GOG	Platform	1	0	1
Stocks, Maze Muncher, and Bits and Bobs - EU	NeedsReview	1	1	0
Strider Hiryuu	NeedsReview	1	0	1
Strider Hiryuu 2	NeedsReview	1	0	1
Subgames	NeedsReview	1	0	1
Summer	NeedsReview	1	0	1
Suntek	NeedsReview	1	0	1
Super Action Controller	NeedsReview	1	0	1
Super Justice King	NeedsReview	1	1	0
Super Man	NeedsReview	1	1	0
Super Mario Collection - 25th Anniversary	NeedsReview	1	0	1
Super Rally, Super Rally 2, Change, Moonlander, 21 or Bust, Monopoly, Star Cry, Megabert, S.O.S., Pontoon, Snake, and Prince of Persia - EU	NeedsReview	1	1	0
Super Robot Wars Complete Box	NeedsReview	1	0	1
Super Tank - KR	NeedsReview	1	1	0
SuperUFO	NeedsReview	1	1	0
Supersoft	NeedsReview	1	1	0
Sv,No	Language	1	0	1
Sv,No,Da	Language	1	0	1
Sv,No,Fi	Language	1	0	1
Swallower and Cribbage - EU	NeedsReview	1	1	0
Sweets for My Sweet and Ice Chicken - EU	NeedsReview	1	1	0
Switch, PS Vita	Platform	1	0	1
Synsoft	NeedsReview	1	1	0
System-X - 2021	NeedsReview	1	1	0
T-230	NeedsReview	1	1	0
T-T3	NeedsReview	1	1	0
TJAJ	NeedsReview	1	0	1
TJBJ	NeedsReview	1	0	1
TJCJ	NeedsReview	1	0	1
TJDJ	NeedsReview	1	0	1
TJEJ	NeedsReview	1	0	1
TMR - 2018	NeedsReview	1	1	0
TND - 2020	NeedsReview	1	1	0
TND+Blazon - 2023	NeedsReview	1	1	0
TNT-Beyond Force - 2010	NeedsReview	1	1	0
TOBJ	NeedsReview	1	0	1
TRSI - 2011	NeedsReview	1	1	0
Tag Anywhere and Features Menu Patches, Rev 5, by Isotarge - NA	NeedsReview	1	1	0
Taijing Dadong	NeedsReview	1	0	1
Taikenban 1	NeedsReview	1	0	1
Taikenban 2	NeedsReview	1	0	1
Taisen Sen'you Disc	NeedsReview	1	0	1
Tambourine Set	NeedsReview	1	0	1
Teddy Boy Blues - JP	NeedsReview	1	1	0
Tenpins, Meteor Runner & Vortex	NeedsReview	1	1	0
Tentou Jitsuenban	NeedsReview	1	0	1
Tentou Shiyuudai-you Disc	NeedsReview	1	0	1
Tentou-you Movie Disc	NeedsReview	1	0	1
Tentou-you Special CD-ROM	NeedsReview	1	0	1
Terror Disc	NeedsReview	1	0	1
Test Drive Disc	NeedsReview	1	0	1
Tetris, Shanghai, and Soccer Boss - EU	NeedsReview	1	1	0
Tetris, Sim Island, and Gods - Demo - EU	NeedsReview	1	1	0
The Atom Field Game - EU	NeedsReview	1	1	0
The Bugulators, Draconis, and Frog Squad - EU	NeedsReview	1	1	0
The Dark Tower - EU	NeedsReview	1	1	0
The Documentation	NeedsReview	1	0	1
The Dragon	NeedsReview	1	1	0
The Edge	NeedsReview	1	1	0
The Hermitage and Corya the Warrior-Sage I - Dragon - EU	NeedsReview	1	1	0
The Legend of Zelda - Ocarina of Time leftover data	NeedsReview	1	0	1
The Lost Tomb of Ananka - EU	NeedsReview	1	1	0
The Mojon Twins - 2010	NeedsReview	1	1	0
The Number Puzzle, Tycoon, and Tetris - EU	NeedsReview	1	1	0
The Rail Game - EU	NeedsReview	1	1	0
The Retro Room	NeedsReview	1	0	1
The Rubik Cube and War Games - EU	Region+Label	1	1	0
The Secret City of Kokos Khan, and SCADS Demo - EU	NeedsReview	1	1	0
The Taxman Cometh - EU	NeedsReview	1	1	0
The Trader Trilogy - Part 1 - Pegasus, Guess a Tune, and The Tower of Hanoi - EU	NeedsReview	1	1	0
The Valley - EU	NeedsReview	1	1	0
The Wars of the Roses and The Game of Nim - EU	NeedsReview	1	1	0
The Wyrme, Investigations, Clue Crossword, and Pontoon - EU	NeedsReview	1	1	0
TheStuffMade - 2022	NeedsReview	1	1	0
Theater	NeedsReview	1	0	1
Thunderbolt II	NeedsReview	1	0	1
Thundervision	NeedsReview	1	1	0
Time Crisis + GunCon	NeedsReview	1	0	1
Tokusei Premium Disc	NeedsReview	1	0	1
Topo Soft	NeedsReview	1	1	0
Tower of Doom	NeedsReview	1	0	1
Track 39	NeedsReview	1	1	0
Track 4	NeedsReview	1	1	0
Track 40	NeedsReview	1	1	0
Track 41	NeedsReview	1	1	0
Track 42	NeedsReview	1	1	0
Track 43	NeedsReview	1	1	0
Track 44	NeedsReview	1	1	0
Track 45	NeedsReview	1	1	0
Track 46	NeedsReview	1	1	0
Track 47	NeedsReview	1	1	0
Track 48	NeedsReview	1	1	0
Track 49	NeedsReview	1	1	0
Track 50	NeedsReview	1	1	0
Track 51	NeedsReview	1	1	0
Track 52	NeedsReview	1	1	0
Track 53	NeedsReview	1	1	0
Track 54	NeedsReview	1	1	0
Track 55	NeedsReview	1	1	0
Track 56	NeedsReview	1	1	0
Track 57	NeedsReview	1	1	0
Track 58	NeedsReview	1	1	0
Track 59	NeedsReview	1	1	0
Track 60	NeedsReview	1	1	0
Track 61	NeedsReview	1	1	0
Track 62	NeedsReview	1	1	0
Track 63	NeedsReview	1	1	0
Track 64	NeedsReview	1	1	0
Track 65	NeedsReview	1	1	0
Track 66	NeedsReview	1	1	0
Track 67	NeedsReview	1	1	0
Track 68	NeedsReview	1	1	0
Track 69	NeedsReview	1	1	0
Treasure Island and The Magic Isle - EU	NeedsReview	1	1	0
Treasure Island, The Ellisnore Diamond, The Dark Tower, and The Mines of Lithiad - EU	NeedsReview	1	1	0
Triltex 2, Puzzled, Maths, and Castle - EU	NeedsReview	1	1	0
Triltex and Sim Island - EU	NeedsReview	1	1	0
Triltex and The Viking Game - EU	NeedsReview	1	1	0
Tringle and StereoMove - EU	NeedsReview	1	1	0
TsuriCon Taiouban	NeedsReview	1	0	1
Tweaks	NeedsReview	1	1	0
Twierdza	NeedsReview	1	1	0
U.F.O. - Alien Massacre, Robots, Kaboomy Game from Planet Fip, and Mines - EU	NeedsReview	1	1	0
U.S. Version	NeedsReview	1	1	0
UBI Soft	NeedsReview	1	1	0
UNROM 512	NeedsReview	1	1	0
UOROM	NeedsReview	1	1	0
US	Region	1	1	0
USA, Europe, Asia	Region	1	0	1
USA, Europe, Australia	Region	1	0	1
USA, Taiwan	Region	1	0	1
Ubi Soft	NeedsReview	1	0	1
Un CD Bonus	NeedsReview	1	0	1
Un-Worked Design Patch by Supper With 1-4th Encounter Rate Patch, Rev 1.1, by Insane - NA	HackOrPatchCredit	1	1	0
Un-Worked Design Patch, Rev 2, by Studio Lucia - NA	HackOrPatchCredit	1	1	0
Uncensored Patch by DarkMadman_69 - NA	HackOrPatchCredit	1	1	0
Under Fire, Battleships, SAM Tetris, Puzzle Slider, Save the Village! - EU	NeedsReview	1	1	0
Unreal - 2006	NeedsReview	1	1	0
Up the Wall, Solitaire!, and Abo - EU	NeedsReview	1	1	0
V1.000	Revision	1	1	0
V1.5	Revision	1	0	1
V1995	Revision	1	1	0
V2	Revision	1	1	0
V4.0.11	Revision	1	1	0
VR-Disc	NeedsReview	1	0	1
VT-3074	NeedsReview	1	1	0
VT-3121	NeedsReview	1	1	0
VT-327	NeedsReview	1	1	0
VT-482	NeedsReview	1	1	0
VT302	NeedsReview	1	1	0
VT365,NT2057	NeedsReview	1	1	0
VT5114,NT2041	NeedsReview	1	1	0
VT605	NeedsReview	1	0	1
Value 1500	NeedsReview	1	0	1
Vector5 Games - 2021	NeedsReview	1	1	0
Verkami	NeedsReview	1	1	0
Version 1	NeedsReview	1	0	1
Version 1 Jugador	NeedsReview	1	0	1
Version 2	NeedsReview	1	0	1
Version 2 Jugadores	NeedsReview	1	0	1
Version 2 Spieler	NeedsReview	1	0	1
Version 2.0	NeedsReview	1	0	1
Version 2.00S	NeedsReview	1	0	1
Version 2.01R	NeedsReview	1	0	1
Version 2.01S	NeedsReview	1	0	1
Version 2.10	NeedsReview	1	0	1
Version 3	NeedsReview	1	0	1
Version 5	NeedsReview	1	0	1
Version 6	NeedsReview	1	0	1
Version 7	NeedsReview	1	0	1
Versione 2 Giocatori	NeedsReview	1	0	1
Vertical Orientation	NeedsReview	1	1	0
VideoGames	NeedsReview	1	0	1
Virtual Console, Classic Mini	Platform	1	0	1
Visualize Software - 1995	NeedsReview	1	1	0
Vol. 2 - Inochigake no Tabi	NeedsReview	1	0	1
Vol. 3 - Watashi ni Sayonara wo	NeedsReview	1	0	1
WARNING! WILL TURN ALL COLORS BLACK!!	NeedsReview	1	1	0
WCW Saturday Night Patch, Rev 8-15-23, by GMSpectre1 - NA	HackOrPatchCredit	1	1	0
WQ2006 D	NeedsReview	1	1	0
WQ5412	NeedsReview	1	1	0
WS-0040	NeedsReview	1	1	0
WS-0362	NeedsReview	1	1	0
WaterWorks Extra Level, Invaders, and Squarius - EU	NeedsReview	1	1	0
WaterWorks, Flip 'n Hell, and Invaders - EU	NeedsReview	1	1	0
WaterWorks, The Bugulators, Dyzonium, Spell Master, M-C Demo, Impatience, Parallax, and Frog Squad - EU	NeedsReview	1	1	0
Waterworld, Astroball, WordSearch, Panic Attack, and Vegas - EU	NeedsReview	1	1	0
Weapons Update	NeedsReview	1	1	0
Web Version	NeedsReview	1	1	0
Werner Soft - 2022	NeedsReview	1	1	0
What's Going On	NeedsReview	1	0	1
Whirlygig, Grubbing for Gold, and Connect 4 - EU	NeedsReview	1	1	0
Wii U	Platform	1	0	1
Wind and Fang Tu - NA - Disc 2	NeedsReview	1	1	0
Windmill and Shapes Puzzle - EU	NeedsReview	1	1	0
Winter	NeedsReview	1	0	1
With Bugfixes - EU	NeedsReview	1	1	0
With Question Editor - EU	NeedsReview	1	1	0
Wiz 'n' Liz - EU	NeedsReview	1	1	0
Wizardry VI - Bane of the Cosmic Forge - English Translated by Remisse, Rev 0.51	TranslationCredit	1	1	0
WonderWitch	NeedsReview	1	0	1
Wop Gamma, Kreuzen, and New York Game - EU	NeedsReview	1	1	0
WrestleMania X 64 Patch by GMSpectre1 - NA	HackOrPatchCredit	1	1	0
X	NeedsReview	1	1	0
X-Sights, Wabbitz, C Mines, Ants, and Sim Brick - EU	NeedsReview	1	1	0
XYZ	NeedsReview	1	1	0
Xword, Bingo, and Crashout - EU	NeedsReview	1	1	0
YOKO	NeedsReview	1	1	0
YY-01	NeedsReview	1	1	0
YY-030	NeedsReview	1	1	0
YY0807	NeedsReview	1	1	0
Yahtzee and Memory Game - EU	NeedsReview	1	1	0
Yahtzee, Super League, Tower of Hanoi, Pain Game, Horsie, and Invaders - EU	NeedsReview	1	1	0
Yahzee or Yacht and Seven Card Poker - EU	NeedsReview	1	1	0
Yancheng	NeedsReview	1	1	0
Yarudora Series Vol. 1 - Double Cast	NeedsReview	1	0	1
Yellow Disc	NeedsReview	1	0	1
Yoko	NeedsReview	1	0	1
Yokokuban	NeedsReview	1	0	1
Ys - Ancient Ys Vanished Omen Saturn Mode - English Translated by Murzik and CrawdKenny, Rev 0.763	TranslationCredit	1	1	0
Ys - The Oath of Felghana	NeedsReview	1	1	0
Ys Origin - Hugo	NeedsReview	1	1	0
Ys Origin - Yunica	NeedsReview	1	1	0
Yumie Island	NeedsReview	1	0	1
Yuugi-ban	NeedsReview	1	0	1
ZAZ	NeedsReview	1	0	1
ZBZ	NeedsReview	1	0	1
ZR006	NeedsReview	1	1	0
Zeropaige - 2019	NeedsReview	1	1	0
Zig-Zag - EU	NeedsReview	1	1	0
Zoinks, Captain Cosmic, Nine Card, and Lottery - EU	NeedsReview	1	1	0
Zoo Digital	NeedsReview	1	0	1
^^; (Japan	NeedsReview	1	0	1
aa9d5fd	NeedsReview	1	1	0
aka Crazy Coaster	NeedsReview	1	1	0
aka Froggee	NeedsReview	1	1	0
aka Overlord	NeedsReview	1	1	0
aka Pengo	NeedsReview	1	1	0
aka Skate Ball	NeedsReview	1	1	0
aka Speedboat Race	NeedsReview	1	1	0
aka Tournament Snooker	NeedsReview	1	1	0
alpham2	NeedsReview	1	1	0
alpham2p	NeedsReview	1	1	0
androdun	NeedsReview	1	1	0
aodk	NeedsReview	1	1	0
aof	NeedsReview	1	1	0
aof2	NeedsReview	1	1	0
aof2a	NeedsReview	1	1	0
aof3	NeedsReview	1	1	0
aof3k	NeedsReview	1	1	0
b2b	NeedsReview	1	1	0
bakatono	NeedsReview	1	1	0
bangbead	NeedsReview	1	1	0
bitbitJAM #3	NeedsReview	1	1	0
bjourney	NeedsReview	1	1	0
blazstar	NeedsReview	1	1	0
boot	NeedsReview	1	1	0
bootleg 1	NeedsReview	1	1	0
bootleg 2	NeedsReview	1	1	0
breakers	NeedsReview	1	1	0
breakrev	NeedsReview	1	1	0
bstars	NeedsReview	1	1	0
bstars2	NeedsReview	1	1	0
bstarsh	NeedsReview	1	1	0
bugfix	NeedsReview	1	1	0
burningf	NeedsReview	1	1	0
burningfh	NeedsReview	1	1	0
burningfp	NeedsReview	1	1	0
burningfpa	NeedsReview	1	1	0
canonical off-blacks	NeedsReview	1	1	0
cfcb276	NeedsReview	1	1	0
columnsn	NeedsReview	1	1	0
crswd2bl	NeedsReview	1	1	0
crsword	NeedsReview	1	1	0
ct2k3sa	NeedsReview	1	1	0
ct2k3sp	NeedsReview	1	1	0
cthd2003	NeedsReview	1	1	0
ctomaday	NeedsReview	1	1	0
cyberlip	NeedsReview	1	1	0
dev	NeedsReview	1	1	0
diggerma	NeedsReview	1	1	0
dk'tronics	NeedsReview	1	1	0
doubledr	NeedsReview	1	1	0
dragonsh	NeedsReview	1	1	0
eightman	NeedsReview	1	1	0
fatfursp	NeedsReview	1	1	0
fatfurspa	NeedsReview	1	1	0
fatfury1	NeedsReview	1	1	0
fatfury2	NeedsReview	1	1	0
fatfury3	NeedsReview	1	1	0
fbfrenzy	NeedsReview	1	1	0
fightfev	NeedsReview	1	1	0
fightfeva	NeedsReview	1	1	0
flipshot	NeedsReview	1	1	0
frogfest	NeedsReview	1	1	0
froman2b	NeedsReview	1	1	0
fswords	NeedsReview	1	1	0
galaxyfg	NeedsReview	1	1	0
ganryu	NeedsReview	1	1	0
garou	NeedsReview	1	1	0
goalx3	NeedsReview	1	1	0
gowcaizr	NeedsReview	1	1	0
gpilots	NeedsReview	1	1	0
gpilotsh	NeedsReview	1	1	0
gururin	NeedsReview	1	1	0
hack 1	HackOrPatchCredit	1	1	0
hack 2	HackOrPatchCredit	1	1	0
ironclado	NeedsReview	1	1	0
irrmaze	NeedsReview	1	1	0
itch.io	Platform	1	1	0
janshin	NeedsReview	1	1	0
jockeygp	NeedsReview	1	1	0
jockeygpa	NeedsReview	1	1	0
joyjoy	NeedsReview	1	1	0
jwarby	NeedsReview	1	1	0
k0rn	NeedsReview	1	1	0
kabukikl	NeedsReview	1	1	0
karnovr	NeedsReview	1	1	0
kf10thep	NeedsReview	1	1	0
kf2k2mp	NeedsReview	1	1	0
kf2k2mp2	NeedsReview	1	1	0
kf2k2pla	NeedsReview	1	1	0
kf2k2pls	NeedsReview	1	1	0
kf2k3bl	NeedsReview	1	1	0
kf2k3bla	NeedsReview	1	1	0
kf2k3pl	NeedsReview	1	1	0
kf2k3upl	NeedsReview	1	1	0
kf2k5uni	NeedsReview	1	1	0
kizuna	NeedsReview	1	1	0
kof2000	NeedsReview	1	1	0
kof2000n	NeedsReview	1	1	0
kof2001	NeedsReview	1	1	0
kof2001h	NeedsReview	1	1	0
kof2002	NeedsReview	1	1	0
kof2002b	NeedsReview	1	1	0
kof2003	NeedsReview	1	1	0
kof2003h	NeedsReview	1	1	0
kof2k4se	NeedsReview	1	1	0
kof94	NeedsReview	1	1	0
kof95	NeedsReview	1	1	0
kof95a	NeedsReview	1	1	0
kof95h	NeedsReview	1	1	0
kof96	NeedsReview	1	1	0
kof96h	NeedsReview	1	1	0
kof97	NeedsReview	1	1	0
kof97h	NeedsReview	1	1	0
kof97k	NeedsReview	1	1	0
kof97oro	NeedsReview	1	1	0
kof97pls	NeedsReview	1	1	0
kof98	NeedsReview	1	1	0
kof98a	NeedsReview	1	1	0
kof98ae	NeedsReview	1	1	0
kof98h	NeedsReview	1	1	0
kof98k	NeedsReview	1	1	0
kof98ka	NeedsReview	1	1	0
kof99	NeedsReview	1	1	0
kof99e	NeedsReview	1	1	0
kof99h	NeedsReview	1	1	0
kof99k	NeedsReview	1	1	0
kof99ka	NeedsReview	1	1	0
kof99p	NeedsReview	1	1	0
kog	NeedsReview	1	1	0
kotm	NeedsReview	1	1	0
kotm2	NeedsReview	1	1	0
kotm2a	NeedsReview	1	1	0
kotm2p	NeedsReview	1	1	0
kotmh	NeedsReview	1	1	0
lans2004	NeedsReview	1	1	0
lastblad	NeedsReview	1	1	0
lastbladh	NeedsReview	1	1	0
lastbld2	NeedsReview	1	1	0
lasthope	NeedsReview	1	1	0
lasthpcd	NeedsReview	1	1	0
lastsold	NeedsReview	1	1	0
lbowling	NeedsReview	1	1	0
legendos	NeedsReview	1	1	0
lresort	NeedsReview	1	1	0
lresortp	NeedsReview	1	1	0
magdrop2	NeedsReview	1	1	0
magdrop3	NeedsReview	1	1	0
maglord	NeedsReview	1	1	0
maglordh	NeedsReview	1	1	0
mahretsu	NeedsReview	1	1	0
malcontent - 2021	NeedsReview	1	1	0
marukodq	NeedsReview	1	1	0
matrim	NeedsReview	1	1	0
matrimbl	NeedsReview	1	1	0
miexchng	NeedsReview	1	1	0
minasan	NeedsReview	1	1	0
moshougi	NeedsReview	1	1	0
ms4plus	NeedsReview	1	1	0
ms5pcb	NeedsReview	1	1	0
ms5plus	NeedsReview	1	1	0
mslug	NeedsReview	1	1	0
mslug2	NeedsReview	1	1	0
mslug2t	NeedsReview	1	1	0
mslug3	NeedsReview	1	1	0
mslug3b6	NeedsReview	1	1	0
mslug3h	NeedsReview	1	1	0
mslug4	NeedsReview	1	1	0
mslug4h	NeedsReview	1	1	0
mslug5	NeedsReview	1	1	0
mslug5h	NeedsReview	1	1	0
mslugx	NeedsReview	1	1	0
mutnat	NeedsReview	1	1	0
nam1975	NeedsReview	1	1	0
ncombat	NeedsReview	1	1	0
ncombath	NeedsReview	1	1	0
ncommand	NeedsReview	1	1	0
neobombe	NeedsReview	1	1	0
neocup98	NeedsReview	1	1	0
neodrift	NeedsReview	1	1	0
neofight	NeedsReview	1	1	0
neomrdo	NeedsReview	1	1	0
neothund	NeedsReview	1	1	0
ninjamas	NeedsReview	1	1	0
nitd	NeedsReview	1	1	0
nitdbl	NeedsReview	1	1	0
overtop	NeedsReview	1	1	0
panicbom	NeedsReview	1	1	0
pbobbl2n	NeedsReview	1	1	0
pbobblen	NeedsReview	1	1	0
pbobblenb	NeedsReview	1	1	0
pgoal	NeedsReview	1	1	0
pnyaa	NeedsReview	1	1	0
popbounc	NeedsReview	1	1	0
preisle2	NeedsReview	1	1	0
prev	NeedsReview	1	1	0
prototype 2	Preview	1	1	0
prototype. bootleg	NeedsReview	1	1	0
pspikes2	NeedsReview	1	1	0
pulstar	NeedsReview	1	1	0
pure blacks	NeedsReview	1	1	0
puzzldpr	NeedsReview	1	1	0
puzzledp	NeedsReview	1	1	0
quizdai2	NeedsReview	1	1	0
quizdais	NeedsReview	1	1	0
quizdaisk	NeedsReview	1	1	0
quizkof	NeedsReview	1	1	0
quizkofk	NeedsReview	1	1	0
r313	NeedsReview	1	1	0
ragnagrd	NeedsReview	1	1	0
rbff1	NeedsReview	1	1	0
rbff1a	NeedsReview	1	1	0
rbff1k	NeedsReview	1	1	0
rbff2	NeedsReview	1	1	0
rbff2h	NeedsReview	1	1	0
rbff2k	NeedsReview	1	1	0
rbffspec	NeedsReview	1	1	0
rbffspeck	NeedsReview	1	1	0
ridhero	NeedsReview	1	1	0
ridheroh	NeedsReview	1	1	0
roboarma	NeedsReview	1	1	0
roboarmy	NeedsReview	1	1	0
rotd	NeedsReview	1	1	0
rotdh	NeedsReview	1	1	0
s1945p	NeedsReview	1	1	0
samsh5sp	NeedsReview	1	1	0
samsh5sph	NeedsReview	1	1	0
samsh5spho	NeedsReview	1	1	0
samsho	NeedsReview	1	1	0
samsho2	NeedsReview	1	1	0
samsho2k	NeedsReview	1	1	0
samsho2ka	NeedsReview	1	1	0
samsho3	NeedsReview	1	1	0
samsho3h	NeedsReview	1	1	0
samsho4	NeedsReview	1	1	0
samsho4k	NeedsReview	1	1	0
samsho5	NeedsReview	1	1	0
samsho5b	NeedsReview	1	1	0
samsho5h	NeedsReview	1	1	0
samsho5x	NeedsReview	1	1	0
samshoh	NeedsReview	1	1	0
savagere	NeedsReview	1	1	0
sbp	NeedsReview	1	1	0
sdodgeb	NeedsReview	1	1	0
sengoku	NeedsReview	1	1	0
sengoku2	NeedsReview	1	1	0
sengoku3	NeedsReview	1	1	0
sengokuh	NeedsReview	1	1	0
shocktr2	NeedsReview	1	1	0
shocktro	NeedsReview	1	1	0
shocktroa	NeedsReview	1	1	0
socbrawl	NeedsReview	1	1	0
socbrawlh	NeedsReview	1	1	0
sonicwi2	NeedsReview	1	1	0
sonicwi3	NeedsReview	1	1	0
spinmast	NeedsReview	1	1	0
ssideki	NeedsReview	1	1	0
ssideki2	NeedsReview	1	1	0
ssideki3	NeedsReview	1	1	0
ssideki4	NeedsReview	1	1	0
stakwin	NeedsReview	1	1	0
stakwin2	NeedsReview	1	1	0
strhoop	NeedsReview	1	1	0
superspy	NeedsReview	1	1	0
svc	NeedsReview	1	1	0
svcboot	NeedsReview	1	1	0
svcpcb	NeedsReview	1	1	0
svcpcba	NeedsReview	1	1	0
svcplus	NeedsReview	1	1	0
svcplusa	NeedsReview	1	1	0
svcsplus	NeedsReview	1	1	0
tetrismn	NeedsReview	1	1	0
tophuntr	NeedsReview	1	1	0
tophuntrh	NeedsReview	1	1	0
totc	NeedsReview	1	1	0
tpgolf	NeedsReview	1	1	0
trally	NeedsReview	1	1	0
turfmast	NeedsReview	1	1	0
twinspri	NeedsReview	1	1	0
tws96	NeedsReview	1	1	0
unenc	NeedsReview	1	1	0
v.01	NeedsReview	1	1	0
v0.0	Revision	1	1	0
v0.00001	Revision	1	1	0
v0.03a	Revision	1	1	0
v0.05	Revision	1	1	0
v0.07	Revision	1	1	0
v0.10.0	Revision	1	1	0
v0.10.122	Revision	1	1	0
v0.161	Revision	1	1	0
